H1502-150A H1502-200A H1503-150A H1503-200A H1504-150A H1504-200A H1505-150A H1505-200A H1506-150A H1506-200A H1507-150A H1507-200A H1509-150A H1509-200A H1512-150A H1512-200A H1513-150A H1513-200A H1514-150A H1514-200A H1516-150A H1516-200A H1520-150A H1520-200A H1502-150B H1502-200B H1503-150B H1503-200B H1504-150B H1504-200B H1505-150B H1505-200B H1506-150B H1506-200B H1507-150B H1507-200B H1509-150B H1509-200B H1512-150B H1512-200B H1513-150B H1513-200B H1514-150B H1514-200B H1516-150B H1516-200B H1520-150B H1520-200B H1502-150C H1502-200C H1503-150C H1503-200C H1504-150C H1504-200C H1505-150C H1505-200C H1506-150C H1506-200C H1507-150C H1507-200C H1509-150C H1509-200C H1512-150C H1512-200C H1513-150C H1514-150C H1514-200C H1516-150C H1513-200C H1516-200C H1520-150C
aae-miR-10 18.5621711024727 11.0192226141233 18.5322975020981 12.4443480695545 21.4014879095972 16.4540606788918 18.3249502376666 14.2864547719531 18.6863920589137 15.3716759998576 16.614777753736 15.6011992527644 18.3241703559247 16.7134439242764 21.0710555160567 13.5944088835584 17.4370854574228 13.6632791627297 21.5599796505047 15.9386376535007 19.4506827568249 33.4993011695202 14.6309930831319 15.9772642134598 23.307860003019 20.4718126202427 23.4876454933544 14.0545438927562 24.7388973539722 17.1919325076572 32.2748417636414 12.5403520609405 27.803144355446 17.5775957245738 20.4410540312922 15.8076514643619 26.1520232722921 18.049858284265 26.4009315200204 264.700917147309 22.4486238575716 20.2915543921271 24.1161616826587 18.4200772451119 27.6538047651638 19.0592714149392 21.4061431298029 14.9767274891238 9.74074831452243 9.40477687160098 10.3811774668962 7.59179092503952 13.7562028128637 10.691037814102 10.4398479700511 7.25103385677928 9.28094590584259 9.05855643768179 11.9369286019663 10.318460230512 14.5750060096359 12.4701256808507 12.3091883654875 8.8383396772433 12.6961090226406 14.8732771747298 8.90047016432192 13.8954060729023 10.0139053135649 11.0927035923764 17.9751772412154
aae-miR-100 56.588841069344 19.2635315042521 30.8571749670856 18.9353200226341 30.8383644681598 15.4082517374368 27.287371314604 14.3124774582408 24.3391156682575 15.4989776644527 26.3661145843711 18.1232815354001 46.1921794388936 18.5362188489039 24.3204869708381 21.0713337695156 33.8390927826699 17.5125786222805 29.5248128971879 18.3066638191636 27.2449996738197 17.0623107290089 32.2081588348808 18.8683882139906 115.420880629154 47.924796364439 105.826357784664 31.8533485136984 134.321357226764 48.1465556663911 89.4062337744446 46.3746446298543 53.9606197303515 39.3070240721534 39.2433737731559 26.842742471884 62.3755377076998 28.7661159762724 48.5686102273479 11.5087355281439 49.0825843665549 28.9913212868825 48.4293048493064 29.1475593020478 40.6286291297715 22.9929657891641 46.0751991989895 29.264260438925 31.2160868160495 21.8845381505514 28.2712122307748 19.177869061511 29.9076815689588 24.9539097720459 25.2401143693605 20.0861972354461 26.6375200674184 22.9483429754605 26.7364300101594 18.9953472425334 22.3920507552883 17.9130288981073 25.7420370796917 20.3626634863798 26.2411979799259 31.5771115401956 21.8735797068639 27.0233333220106 19.9662497338087 23.3558184299327 26.8636380461546
aae-miR-124 1.07419971657828 1.44778107338847 1.01957623797951 1.59287655290297 0.393203189940107 1.37117172324099 0.640172934066956 1.63942923612576 0.79210139748767 1.24119122980217 0.71259769146949 1.67394841767859 0.699881506649903 1.9069029980718 1.07197738714438 2.03916133253377 1.03507813217578 1.59520518143545 1.19014749663083 1.30545032209625 1.01817653420202 1.33997204678081 0.84889720960151 1.94009636877726 1.11841938594141 1.20283691662716 0.733072580941149 1.06720474861341 0.399935984937195 0.891602882710947 0.66799781428016 0.933481262963266 1.18372681056416 1.12821538668638 0.718743109398459 0.95451209136795 0.761709415697827 1.46130786709192 1.18349003365609 0 0.951212875320832 1.32748486677467 0.675365087962437 1.03270455950856 0.580962284982433 0.957315002576854 1.00397321211806 1.61695641917973 1.95230350013882 2.37367217409432 1.80795787344821 1.98391748912183 1.54694904667028 1.81038168934451 2.36888116589513 2.52813824125255 2.00886275018238 2.66044089971555 1.68891795567388 1.92298577023178 1.86600422960736 2.29981826081263 1.68549052307505 2.08708226464677 2.23821982769956 2.08225880446218 2.02283412825498 1.13102142453856 3.16012585714958 2.46310426224421 1.78430068203241
aae-miR-125-5p 12.8903965989394 13.6332717744081 12.9246281932108 15.948676485941 11.5714081610946 13.2469132584299 11.1230047294134 11.9964583786346 10.0452859045027 14.194135602353 11.551583630137 13.5031839026073 11.2617296979121 14.4419859412791 11.5907554984986 14.0022411500652 12.3413161913267 13.906027777296 11.7641502551586 14.2992349234263 12.7447614453564 12.9530631188811 11.335274504679 14.6077844237347 13.7789268347982 11.2264778885202 11.0840574238302 9.67719560183343 15.5403697004167 11.2250516772071 15.5397386269385 10.0569396443778 13.1076090730763 10.9211249431241 11.2986416797438 10.383229091466 11.4256412354674 8.22662206659154 8.46650562538586 11.5087355281439 10.8438267786575 10.1694822829702 11.256084799374 9.46294586161928 11.6579765186475 8.49399493195463 11.8683976146813 10.8415602531887 18.5053448789754 15.3929044017026 17.7733923204304 14.0725880561708 17.7316955241991 16.3423644389477 18.4269605736444 15.3355198810045 17.5775490640958 16.5339057141832 15.8300276184349 15.5245924377248 16.1131986853933 13.6455883474883 17.4678108755051 16.2792416642448 19.9510284641496 18.6030374508544 13.795728754699 14.7032785190013 18.3451462096865 14.5864685033611 15.629152270395
aae-miR-133 47.4796274727601 77.4361793558193 50.5889739256302 92.1080866716144 46.3418045286554 62.6788158912023 45.1722026600996 62.9488781299718 40.6852081436849 66.897024744722 43.5809746046078 82.4252200864935 24.941231873342 73.4438081169126 47.0665071543078 75.3130252149138 45.9415447896483 73.5181518400685 31.9508827941661 88.5277474240152 34.161578199261 82.9889354306247 41.8456389203568 65.9632765384269 40.8446759745804 68.5617042477482 45.0986251794995 87.5831422506121 28.8525246276119 61.6349069689414 59.8736988273217 68.7429692329363 38.6299139642645 62.7513398074963 47.8970408103133 76.7334598328966 36.8159550920616 64.5140362064284 39.0096522632026 69.0524131688634 42.1387303767129 84.484929735445 36.1883126299873 75.914322925507 48.4909853865338 84.8007035009897 40.5892027184872 68.4953342157448 53.0237322963236 83.2223850129433 82.9036166808589 109.379984233583 50.4005979721608 62.9229960134334 71.7372685813551 107.876492206414 71.5958684165 99.7420511543666 82.3562196351485 119.483079260133 57.0392103698899 91.3538920267241 69.6158661500393 103.228903663573 66.5677448755474 61.9643609064129 107.587804501455 52.5117089964332 131.309385453897 97.9302304549012 51.0508250692606
aae-miR-184 150.001248422991 182.742144374367 174.617424522196 153.772320225871 170.874871971115 183.737010914292 193.812355788771 199.828208003329 153.019588151027 195.949087227999 178.07441258406 166.323514780544 198.829973480086 183.062687814893 170.075912329125 236.678658662752 133.087161379371 183.587309359115 226.128024359858 178.057352071965 213.922400789412 289.701956514011 167.981777241146 179.02144140129 123.294553106181 129.623366544762 89.0536571327308 112.400174709893 176.885972766508 138.632817455364 162.745362226466 122.796818214715 131.249319044504 126.269866077939 121.093839071452 134.981978189058 126.189859867273 115.849240352232 125.04027394051 126.596090809583 116.761380445632 132.416615460773 108.339816193974 125.947805053534 141.444950983723 116.444315767985 114.811508042929 115.121995549141 65.0698602759036 51.4475461369989 43.9158799582742 50.7882877215188 37.9751040166479 56.6111247181512 40.2500162700765 48.8680787512443 50.1813914995558 61.5165751596805 50.8536059026212 50.9122208191852 54.8958271331787 71.2688125489604 56.5660834638067 49.9266374786372 43.1436166787606 46.1300412065467 37.0043789862111 44.8773143807979 43.8723966401675 62.6781425030655 41.7988956068703
aae-miR-219 1.24607167123081 0.62335018437559 1.64931450261391 0.895993061007922 1.29195333837464 0.743686358367992 1.24033505975473 0.650567157192763 1.58420279497534 0.795635403719339 1.72523651618929 0.535663493657147 2.22689570297696 0.504768440666066 1.8424611341544 0.317202873949697 1.71185998782918 0.589532349660927 2.19719537839538 0.455389647242877 1.54481956913411 0.267994409356161 1.64785928922646 0.646698789592421 2.37104909819579 0.613210977104043 2.31650935577403 0.578822914502186 3.19948787949756 1.05163416935137 1.26568006916241 0.792578430817867 3.75328013105709 0.789750770680464 1.92623153318787 0.838108177786492 1.52341883139565 0.703592676747961 2.8676873892436 0 1.52194060051333 0.568922085760572 1.66027250790766 0.737646113934687 1.62669439795081 0.765852002061483 1.72109693505953 0.79522446844905 3.32306978747034 1.18683608704716 1.53093207025856 0.925828161590186 3.54301233269645 1.32108934087302 2.24309986505114 1.02792433984994 2.31019216270974 1.09355546184627 2.00380096435884 1.3601606667493 2.14338323671116 0.817713159400048 2.63038672540501 0.943724154448976 2.62411979799259 3.08906525936697 1.02490262498252 1.77731938141774 0.800291613174244 0.821034754081405 2.2138545499291
aae-miR-33 0.128903965989394 0.301621056955931 0.209912754878133 0.27875339675802 0.280859421385791 0.209161788290998 0.120032425137554 0.260226862877105 0.216027653860274 0.222777913041415 0.487566841531756 0.111596561178572 0.636255915136276 0.140213455740574 0.267994346786094 0.271888177671169 0.358296276522387 0.208070241056798 0.183099614866282 0.182155858897151 0.175547678310694 0.0893314697853872 0.249675649882797 0.228246631620854 0.0894735508753129 0.117925187904624 0.351874838851752 0.0904410803909666 0.171401136401655 0.0914464495088151 0.0351577796989558 0.0704514160726993 0.259842470611644 0.0451286154674551 0.143748621879692 0.0465615654325829 0 0.0811837703939955 0.273113084689866 0 0.142681931298125 0.094820347626762 0.140701059992174 0.126453619531661 0.116192456996487 0.139245818556633 0.286849489176588 0.15904489368981 0.436152909605482 0.25175310937364 0.33534702491378 0.238070098694619 0.515649682223427 0.464827731047914 0.440234552953962 0.44450782263781 0.200886275018238 0.244825849667076 0.415073056902903 0.328314643698108 0.529541740834521 0.102214144925006 0.459679233565924 0.381119370065933 0.27012997920512 0.434757332799795 0.33713902137583 0.484723467659384 0.369365359926574 0.209625894659082 0.330426052228224
aae-miR-7 0.601551841283839 0.643458254839319 0.509788118989753 0.597328707338615 0.561718842771581 0.697205960969993 0.480129700550217 0.962839392645289 0.684087570557533 0.763809987570565 0.637587408156912 0.781175928250006 0.699881506649903 0.673024587554755 0.401991520179142 0.679720444177922 0.358296276522387 0.901637711246124 0.732398459465126 0.728623435588603 0.386204892283527 1.33997204678081 0.749026949648391 1.17927426337441 0.715788407002504 0.731136165008667 0.410520645327044 1.04911653253521 0.171401136401655 1.16594223123739 0.457051136086425 0.933481262963266 0.519684941223289 0.631800616544371 0.546244763142829 1.02435443951682 0.423171897609904 1.35306283989992 0.546226169379733 0 0.618288368958541 1.30377977986798 0.703505299960872 0.864099733466348 0.387308189988289 0.696229092783167 0.860548467529764 1.08680677354703 0.581537212807309 0.7192945982104 0.524890995517221 0.661305829707276 0.765157592976699 0.905190844672254 0.880469105907923 0.88901564527562 0.522304315047419 0.832407888868057 0.687017473494461 0.656629287396216 0.554758014207594 0.919927304325054 0.536292439160244 0.744090198700154 0.385899970293028 0.686458946525992 0.593364677621462 0.484723467659384 1.00549459091123 0.925847701410946 0.297383447005401
aae-miR-92b-3p 1.20310368256768 0.62335018437559 0.92961362874602 0.657061578072476 1.46046899120611 0.92960794795999 0.76020535920451 0.598521784617342 1.04413366032466 0.891111652165659 1.05014396637609 0.580302118128576 1.78151656238157 0.560853822962296 0.770483747010021 0.589091051620866 0.517539066087892 0.485497229132528 0.823948266898267 0.698264125772411 1.19372421251272 1.25064057699542 0.84889720960151 0.380411052701424 0.536841305251878 0.89623142807514 0.674426774465858 0.976763668222439 1.31407537907935 0.662986758938909 0.984417831570762 0.827804138854217 1.09711265369361 0.586672001076916 0.977490628781905 0.744985046921327 1.43878445187367 0.487102622363973 0.955895796414532 11.5087355281439 0.998773519086874 1.09043399770776 0.844206359953047 0.674419304168857 1.04573211296838 0.800663456700642 1.07568558441221 0.927761879857225 0.51922965429224 0.48552385379202 0.524890995517221 0.608401363330694 0.582185125090966 0.807332374977956 0.670833604501275 0.805670428531031 0.622747452556538 0.473329976023013 0.672704609463326 0.422118827611853 0.453892920715304 0.536624260856281 0.510754703962137 0.580753325814755 0.54025995841024 0.572049122104994 0.471994629926163 0.403936223049486 0.389885657700273 0.454189438428011 0.528681683565158
