H1502-150A H1502-200A H1503-150A H1503-200A H1504-150A H1504-200A H1505-150A H1505-200A H1506-150A H1506-200A H1507-150A H1507-200A H1509-150A H1509-200A H1512-150A H1512-200A H1513-150A H1513-200A H1514-150A H1514-200A H1516-150A H1516-200A H1520-150A H1520-200A H1502-150B H1502-200B H1503-150B H1503-200B H1504-150B H1504-200B H1505-150B H1505-200B H1506-150B H1506-200B H1507-150B H1507-200B H1509-150B H1509-200B H1512-150B H1512-200B H1513-150B H1513-200B H1514-150B H1514-200B H1516-150B H1516-200B H1520-150B H1520-200B H1502-150C H1502-200C H1503-150C H1503-200C H1504-150C H1504-200C H1505-150C H1505-200C H1506-150C H1506-200C H1507-150C H1507-200C H1509-150C H1509-200C H1512-150C H1512-200C H1513-150C H1514-150C H1514-200C H1516-150C H1513-200C H1516-200C H1520-150C
aae-miR-9a 471.960387475835 445.635057617156 491.015921196365 433.063312820496 515.09617882154 495.085952884792 515.29920111552 505.178408903324 496.935613096583 489.888630778071 451.224359266812 484.753142447483 490.998689710664 440.101994878513 556.959251208201 402.485132345887 473.070517101725 473.04769304263 452.256048719716 450.653594911551 466.04397637923 935.211157183218 498.402532296039 427.848310973292 445.712493685371 498.257503934616 541.007564734568 481.634929514054 383.081539857699 456.569260785136 317.193488443979 436.27039403019 480.275499847189 440.500415577829 531.783651781732 460.377478214664 450.931974093114 522.498746255755 429.971032996746 425.823214541324 525.592674258526 532.036970533762 454.689545470711 468.29990433225 582.743902656379 489.518675135845 486.17402796817 465.683448723763 448.884420728728 484.642717909212 454.745146088517 423.447348878163 277.86864327556 392.754968118064 386.043775840343 394.667383024546 455.168121936324 410.197550255529 491.933136750096 496.458643363496 431.198274679539 505.832249697623 462.871450465687 424.040670551929 511.008740662028 585.457953527135 390.002419927561 440.492451235465 499.546129002918 397.590446870059 592.189570803422
abu-let-7a 23.1167779007647 45.1024020501435 23.8700789832849 39.1449412875906 21.1768003724886 37.8118032832726 26.6071875721579 46.8928806904544 27.6155350851383 42.2005018132737 20.8153536192404 33.6352035392217 17.5606632577612 41.2227559877287 25.0909707178481 45.8584726338705 29.1812411878789 41.5100130908312 26.4121194444611 44.4156702610886 23.1020744656873 75.1277660895106 24.9675649882797 37.4324475858201 20.0420753960701 31.4152700577917 35.8325877564034 29.1401161019694 11.7124109874464 27.8683054878114 19.3719366141246 33.2530683863141 17.6981593872153 31.5674665194848 19.9810584412772 29.8459634422856 16.1651664886983 29.0908510578484 14.5660311834595 0 17.121831755775 32.6181995836061 18.4318388589749 28.8946520629845 19.5203327754098 28.9283188051406 17.8922368873897 29.4498128148965 18.7130367406923 38.5182257341669 26.5507361899128 35.4724447054983 15.5193920488535 32.2932949991182 23.0599051547313 34.3382292987708 27.6620400700114 35.0590616723252 26.4501727295367 37.8030861172393 18.8869887564313 47.6828986075153 29.0364049202475 38.130085548025 27.3217178967464 26.8176628442821 44.8664609646955 18.4598853933615 50.1926483544667 37.7501298631897 22.2376733149595
abu-let-7e 0.859359773262627 6.6557713234942 0.989588701568343 6.55070482381348 0.730234495603056 5.71708887995394 1.28034586813391 6.6878303759416 0.936119833394519 5.72857490677924 1.23766967465754 4.73169419397147 1.01800946421804 4.65508673058705 0.602987280268712 5.43776355342338 0.995267434784408 4.88965066483475 0.961272978047978 6.19329920250312 0.877738391553469 11.2557651929588 1.39818363934366 4.52689152714695 0.671051631564847 7.28777661250574 1.73005129102111 5.44455303953619 1.02840681840993 4.96096988585322 0.703155593979116 6.00598322019761 0.895012954328997 5.64107693343189 1.46623594317286 5.07521063215154 0.677075036175846 4.38392360127575 0.910376948966221 0 1.141455450385 5.97368190048601 1.2100291159327 5.37427883009558 1.43304030295667 4.89100937680175 1.07568558441221 4.37373457646977 0.664613957494068 4.71137961827812 1.77879726258614 4.57623634157435 1.33070885735078 3.0580771779468 1.94961016308183 4.83402257118619 1.84815373016779 3.42756189533906 2.232806788857 4.01012886231261 0.453892920715304 5.41734968102532 1.91533013985801 3.88378786638617 1.69795986928932 0.572049122104994 5.48862326799852 0.60590433457423 4.59654670130848 3.16185724444115 0.892150341016204
abu-miR-10544 0.0859359773262627 0.261404916028473 0.119950145644648 0.238931482935446 0.0561718842771581 0.139441192193999 0.0800216167583695 0.182158804013974 0.108013826930137 0.190952496892641 0.112515424968867 0.20087381012143 0 0.252384220333033 0.167496466741309 0.226573481392641 0.0398106973913763 0.173391867547331 0.0915498074331408 0.212515168713342 0.245766749634971 0 0.0499351299765594 0.15216442108057 0 0.165095263066473 0.175937419425876 0.144705728625547 0.11426742426777 0.228616123772038 0.105473339096867 0.211354248218098 0.173228313741096 0.157950154136093 0.0574994487518767 0.0698423481488744 0.0846343795219808 0.135306283989992 0 0 0.0475606437660416 0.189640695253524 0.0281402119984349 0.189680429297491 0.0387308189988289 0.191463000515371 0.107568558441221 0.21205985825308 0.228461047888586 0.19780601450786 0.233284886896543 0.132261165941455 0.0499015821506543 0.171252321965021 0.188671951265984 0.222253911318905 0.180797647516414 0.244825849667076 0.271944416591557 0.351765689676544 0.252162733730724 0.153321217387509 0.0510754703962137 0.181485414317111 0 0.137291789305198 0.33713902137583 0.0807872446098973 0.307804466605478 0.366845315653394 0.132170420891289
abu-miR-10a 5918.36779047105 3790.37128241286 5283.53402781903 3988.56288846904 6641.48273750979 5086.16396567349 5826.85404587743 4927.62985275458 5969.49215912094 5746.5562669033 6113.22557455013 5537.1981725584 5642.12657865395 5783.32832354916 7158.99998428364 4918.45713407144 5711.20283706946 5631.62914444329 5958.0614677488 5333.82714160673 5825.12839031243 11755.0387775893 5671.0328411779 5223.00571248528 6327.16688692319 5465.33717359011 6109.6321498862 4256.01253747026 6691.78603368128 4881.36575155579 9117.08027375351 3914.49203124739 7850.38959350462 4655.24232854533 5939.54930744699 5055.07275510195 7448.07930107288 5583.9820952398 7671.29136046386 11071.4035780744 7360.05718343871 5605.58931099892 6191.85968728762 5120.35996207601 7486.04761936964 4655.52729189516 6695.28221449845 5229.66117934377 3307.59674377243 2691.69029832809 3248.2296045366 2609.64506519085 3831.02763100931 2479.61129896639 2866.53488268437 2473.93606862965 3148.91244953838 2587.25429238841 3735.91514367869 3081.35018633664 4671.51637254866 3926.35194900426 3737.26878209655 2614.71480969091 4734.83827550734 4487.38213344041 2618.03284215273 4408.47915111748 3228.66365171373 3081.25608794474 4722.15175499877
abu-miR-10c 1582.0813425765 1070.4531311366 1619.23700359351 1128.29419529191 1808.67850184021 1482.88735838708 1688.09601632618 1316.74792615815 1723.07257179852 1360.91844535385 1719.9107860741 1226.26765285462 1913.41241358932 1178.35388204378 1919.34201238866 1108.85061793558 1552.45795547411 1254.03934284932 1760.73167145788 1253.14123128295 1750.56144811424 2192.8195888219 1607.26202855552 1171.01934353079 1698.07378528713 1320.50266911839 1558.77621321002 1078.38326614973 2123.60294630437 1135.58201000047 1993.90316006688 944.718263826861 1911.80541321799 1098.09203586185 1499.18312730768 1095.77988089041 1712.06886335015 1164.39175750428 1806.05131020664 2290.23837010063 1628.85692769939 1208.98313732812 1548.55586627387 1126.44884278803 1799.70496641858 1105.47255352111 1622.31314222434 1101.1473214614 1067.80616864508 823.124773462071 919.44864078643 672.151245314475 1238.40756423279 756.592758441462 837.15841131731 648.703603662054 902.582033656943 776.261160677741 975.350119401667 815.721183313928 1160.80592845602 993.393720989902 1024.54839841285 702.04002820288 1183.36225890357 1201.02857284188 692.901602292462 1120.96341258463 797.480332379247 755.317036105783 1259.84845193577
abu-miR-10d 2.74995127444041 1.56842949617084 2.7588533498269 1.59287655290297 3.14562551952085 2.13809828030798 2.56069173626782 1.95170147157829 2.98838254506712 2.10047746581905 2.62535991594023 2.1649732868643 2.73590043508598 1.96298838036803 3.45042721487097 1.99384663625524 2.46826323826533 1.97666729003958 2.88381893414394 1.97335513805247 2.45766749634971 4.46657348926936 2.14721058899205 2.5107129478294 3.53420525957486 2.12265338228323 3.04958193671518 2.24293879369597 3.14235416736367 2.30902285009758 4.8517735984559 1.84934967190836 4.21522230103334 1.73745169549702 2.52997574508258 1.9090241827359 2.96220328326933 1.8672267190619 3.45943240607164 0 3.424366351155 2.08604764778877 2.81402119984349 2.17078713529351 3.17592715790397 1.98425291443203 3.58561861470735 1.88203124199608 1.57845814904841 1.09692426227086 1.51635176482753 1.08454156071993 1.84635853957421 1.02751393179013 1.4884120599872 0.97236086202021 1.58700157264408 1.02826856860172 1.88929805210977 1.47741589664149 2.0173018698458 1.60987278256884 1.96640561025423 0.943724154448976 2.08385983958235 2.31107845330417 0.876561455577159 2.34283009368702 1.27225846196931 1.25775536795449 2.2138545499291
abu-miR-124 0.472647875294445 0.945079311795249 0.479800582578591 0.876082104096635 0.224687537108632 0.557764768775994 0.240064850275109 1.22306625552239 0.32404148079041 0.572857490677924 0.450061699875467 0.691898679307148 0.318127957568138 0.897366116739673 0.36849222683088 1.1328674069632 0.517539066087892 1.07502957879346 0.366199229732563 0.728623435588603 0.386204892283527 0.357325879141549 0.249675649882797 1.10319205283413 0.268420652625939 0.495285789199419 0.263906129138814 0.578822914502186 0.22853484853554 0.297200960903649 0.421893356387469 0.563611328581594 0.28871385623516 0.496414770142006 0.201248070631569 0.698423481488744 0.423171897609904 0.595347649555967 0.500707321931422 0 0.237803218830208 0.663742433387334 0.225121695987479 0.484738874871366 0.271115732991802 0.469954637628638 0.394418047617809 0.450627198787795 0.394614537262103 0.5394709486578 0.481150079224119 0.793566995648731 0.34931107505458 0.464827731047914 0.60794295407928 0.500071300467537 0.381683922534652 0.70183410237895 0.52957596915198 0.726982425331525 0.428676647342232 0.562177797087533 0.40860376316971 0.635198950109888 0.463079964351634 0.594931086989193 0.660792481896628 0.0807872446098973 1.12861637755342 0.855972403191252 0.495639078342336
abu-miR-129 0.257807931978788 0.824430889012877 0.359850436933943 0.696883491895051 0.280859421385791 0.511284371377995 0.320086467033478 0.676589843480474 0.180023044883561 0.731984571421792 0.225030849937734 0.602621430364291 0.190876774540883 0.420640367221722 0.36849222683088 0.453146962785281 0.278674881739634 0.381462108604129 0.183099614866282 0.546467576691452 0.351095356621388 1.33997204678081 0.0998702599531188 0.494534368511851 0.313157428063595 0.731136165008667 0.263906129138814 0.777793291362313 0.285668560669425 0.480093859921279 0.281262237591646 0.616449890636119 0.173228313741096 0.564107693343189 0.201248070631569 0.582019567907286 0.338537518087923 0.811837703939955 0.637263864276355 0 0.332924506362291 0.45039665122712 0.225121695987479 0.716570510679411 0.193654094994144 0.905097820618117 0.501986606059029 0.74220950388578 0.228461047888586 0.73727696316566 0.379087941206882 0.608401363330694 0.282775632187041 0.709473905283658 0.419271002813297 0.638979995041852 0.301329412527357 0.391721359467321 0.357821600778365 0.586276149460907 0.403460373969159 0.408856579700024 0.306452822377282 0.417416452929355 0.347309973263725 0.274583578610397 0.445023508216096 0.161574489219795 0.595088635437258 0.559002385757552 0.264340841782579
abu-miR-145 1.3749756372202 1.26680843921491 1.46938928414693 1.33403411305624 1.51664087548327 1.18525013364899 1.80048637706331 1.17102088294697 1.69221662190548 1.0820641490583 0.900123399750935 1.13828492402144 1.20888623875892 1.37409186625762 1.60796608071657 0.951608621849091 1.3535637113068 1.04035120528399 0.686623555748556 1.51796549080959 1.263943283837 0.62532028849771 1.3482485093671 1.10319205283413 1.11841938594141 0.825476315332365 1.37817645216936 0.777793291362313 2.34248219748928 1.02877255697417 2.4610445789269 0.757352722781517 2.19422530738722 1.03795815575147 1.29373759691723 0.698423481488744 1.7773219699616 1.27187906950593 1.6386785081392 0 1.42681931298125 0.94820347626762 1.46329102391861 1.34883860833771 1.66542521694964 1.35764673092718 1.72109693505953 1.45791152548992 3.42691571832879 2.39165453904958 3.20766719482746 1.82520408999208 3.90895726846792 2.32413865523957 4.06692872728898 1.94472172404042 2.71196471274621 2.36664988011506 2.34730970110607 2.22784936795145 3.98417119294545 1.45655156518134 2.93683954778229 2.48635017614442 3.12578975937353 4.00434385473496 1.91494964141472 3.0699152951761 2.56503722171232 1.34509949072911 3.43643094317353
abu-miR-148a-3p 0.558583852620707 0.422269479738303 0.179925218466972 0.298664353669307 0.224687537108632 0.395083377882996 0.280075658654293 0.442385666891079 0.540069134650684 0.509206658380377 0.262535991594023 0.602621430364291 0.381753549081765 0.476725749517951 0.468990106875665 0.543776355342338 0.199053486956882 0.728245843698792 0.366199229732563 0.333952407978109 0.351095356621388 0.357325879141549 0.299610779859356 0.570616579052136 0.536841305251878 0.259435413390172 0.322551935614106 0.506470050189413 0.171401136401655 0.457232247544075 0.386735576688514 0.704514160726993 0.548556326846805 0.541543385609461 0.201248070631569 0.582019567907286 0.507806277131885 0.649470163151964 0.318631932138177 0 0.237803218830208 0.379281390507048 0.506523815971828 0.505814478126643 0.580962284982433 0.435143182989479 0.322705675323662 0.37110475194289 0.768459888352516 0.7192945982104 0.481150079224119 0.661305829707276 0.415846517922119 0.538221583318637 0.69179715464194 0.638979995041852 0.482127060043771 0.652868932445535 0.629766017369922 0.773884517288397 0.655623107699884 0.485517188393778 0.536292439160244 0.725941657268443 0.578849955439542 0.503403227452394 0.809133651301993 0.525117089964332 0.902893102042736 0.506595912092782 0.363468657451046
abu-miR-148a-5p 10.484189233804 9.33014469517012 8.4264977315365 8.58162242876477 12.9195333837464 6.22837325133193 9.36252916072923 12.2046398689362 10.4413366032466 12.9529443725508 9.11374942247822 10.3784801896072 15.206516371757 8.97366116739673 10.2172844712199 9.74265969988355 9.91286365045271 11.3745065111049 11.1690765068432 12.0526459970281 10.883956055263 25.6381318284061 11.0855988547962 10.6134683703697 8.49998733315473 10.6840220241589 10.2336932299384 7.92263864224867 1.82827878828432 9.32753784989914 6.15261144731726 8.61268561488749 8.60367291580778 6.20518462677508 9.1424123515484 8.42764334329751 9.98685678359374 8.36192835058153 7.46509098152301 0 12.5084493104689 10.5961738472907 9.56767207946786 8.78852655745042 11.3868607856557 9.12060111545948 9.78873881815107 6.99797532235164 7.33152271860643 7.57057564616446 9.41887730844791 8.75568918532433 5.47254017585508 2.83789562113463 9.85286856611247 8.30673993554408 8.29660315825323 6.43075898458852 9.66118322101586 8.16096400049583 11.3977555646287 10.5280569272756 9.37234881770522 8.31203197572368 11.5769991087908 8.5578548666907 7.84859641762933 10.3407673100669 9.13153250929586 8.48984873369282 12.6883604055638
abu-miR-15c-5p 0.515615863957576 0.16086456370983 0.179925218466972 0.219020526024159 0.224687537108632 0.232401986989998 0.200054041895924 0.416362980603368 0.216027653860274 0.254603329190188 0.412556558219178 0.267831746828574 0.572630323622648 0.280426911481148 0.73698445366176 0.453146962785281 0.43791767130514 0.104035120528399 0.366199229732563 0.333952407978109 0.456423963607804 0.0893314697853872 0.299610779859356 0.15216442108057 0.313157428063595 0.141510225485548 0.351874838851752 0.343676105485673 0.285668560669425 0.251477736149241 0.421893356387469 0.176128540181748 0.404199398729225 0.18051446186982 0.316246968135322 0.16296547901404 0.253903138565942 0.324735081575982 0.273113084689866 0 0.380485150128333 0.284461042880286 0.0562804239968698 0.316134048829152 0.464769827985947 0.295897364432846 0.358561861470735 0.344597269661255 0.872305819210964 0.46754148883676 0.67069404982756 0.26452233188291 0.565551264374082 0.464827731047914 0.838542005626593 0.333380866978358 0.441949805040123 0.473329976023013 0.443698784965173 0.539374057504035 0.781704474565246 0.408856579700024 0.510754703962137 0.50815916008791 0.694619946527451 0.640695016757593 0.431537947361063 0.646297956879178 0.513007444342464 0.262032368323853 0.594766894010803
